# numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric, timestamp(M/d/y H:m:s)
# wind_direction,wind_speed,rain_meter,solar_rad,soil_water_potential,soil_moisture_ectm,soil_temp_ectm,air_humid,air_temp,air_temp_tnx,ground_temp_tnx,timed
218.901,3.755,0,202.672,1949.94,29.456,11.3,73.711,15.7,15.725,15.6,7/14/2009 14:55
37.451,1.676,0,193.021,1952.38,29.56,11.3,70.864,15.74,15.85,15.913,7/14/2009 15:00
183.385,0.888,0,686.978,1949.94,29.456,11.3,69.556,16.66,16.725,20.538,7/14/2009 15:05
148.22,1.827,0,124.147,1949.94,29.456,11.3,71.97,16.13,16.913,16.038,7/14/2009 15:10
164.044,2.095,0,136.43,1954.82,29.56,11.3,73.323,15.76,16.35,16.163,7/14/2009 15:15
194.286,2.883,0,128.973,1952.38,29.352,11.4,72.651,15.61,16.038,15.663,7/14/2009 15:20
165.802,4.426,0,183.37,1949.94,29.456,11.4,69.457,15.68,15.913,15.85,7/14/2009 15:25
190.769,3.504,0,145.643,1949.94,29.456,11.4,72.18,15.68,15.975,15.788,7/14/2009 15:30
183.033,1.911,0,225.483,1945.05,29.456,11.4,69.99,15.59,15.788,16.663,7/14/2009 15:35
186.549,2.515,0,190.388,1952.38,29.456,11.4,66.746,16.22,16.538,17.475,7/14/2009 15:40
204.132,9.086,0,646.619,1949.94,29.456,11.4,73.656,16.23,16.85,17.85,7/14/2009 15:45
51.868,1.81,0,618.543,1945.05,29.456,11.4,69.528,16.36,17.038,19.35,7/14/2009 15:50
126.505,5.767,0,662.411,1945.05,29.456,11.4,69.114,15.76,16.35,17.975,7/14/2009 15:55
83.165,7.125,0,295.672,1949.94,29.56,11.4,72.268,15.3,15.538,15.225,7/14/2009 16:00
105.67,6.823,0,127.218,1947.5,29.456,11.5,71.656,15.06,14.975,14.6,7/14/2009 16:05
92.308,5.901,0,120.638,1947.5,29.456,11.5,72.335,15.09,14.975,14.725,7/14/2009 16:10
85.978,3.034,0,119.76,1949.94,29.56,11.5,71.635,15.23,15.163,14.85,7/14/2009 16:15
129.582,0.838,0,114.935,1952.38,29.56,11.5,72.895,15.35,15.35,15.475,7/14/2009 16:20
98.637,3.856,0,107.039,1945.05,29.56,11.5,73.112,15.23,15.35,14.975,7/14/2009 16:25
69.451,2.297,0,110.548,1945.05,29.56,11.5,75.113,15.3,15.413,15.538,7/14/2009 16:30
90.198,4.291,0,158.803,1952.38,29.56,11.5,74.222,15.2,15.35,15.725,7/14/2009 16:35
84.571,6.571,0,182.492,1949.94,29.456,11.5,73.144,15.26,15.35,15.6,7/14/2009 16:40
81.055,4.141,0,107.039,1942.61,29.456,11.5,73.148,15.28,15.288,14.85,7/14/2009 16:45
94.066,6.789,0,73.699,1947.5,29.56,11.5,77.215,14.52,14.6,13.975,7/14/2009 16:50
75.077,6.37,0,71.944,1945.05,29.56,11.5,76.283,14.76,14.538,14.725,7/14/2009 16:55
104.264,7.946,0,86.859,1945.05,29.56,11.5,79.078,14.4,14.413,14.163,7/14/2009 17:00
135.56,4.057,0,59.222,1947.5,29.56,11.5,77.457,14.57,14.413,14.475,7/14/2009 17:05
147.868,5.213,0,46.939,1947.5,29.56,11.5,77.502,14.66,14.413,14.163,7/14/2009 17:10
155.604,3.319,0,35.095,1942.61,29.56,11.5,80.641,14.19,14.225,13.913,7/14/2009 17:15
140.923,3.453,0,47.817,1952.38,29.456,11.6,76.878,14.51,14.225,14.038,7/14/2009 17:20
109.978,4.493,0,37.727,1945.05,29.56,11.5,76.574,14.54,14.288,13.913,7/14/2009 17:25
186.549,3.437,0,38.604,1945.05,29.56,11.6,76.293,14.56,14.35,13.85,7/14/2009 17:30
142.681,3.537,0,17.109,1942.61,29.56,11.6,74.915,14.71,14.413,14.1,7/14/2009 17:35
152.791,3.571,0,14.038,1942.61,29.456,11.6,77.682,14.42,14.225,13.475,7/14/2009 17:45
192.176,2.732,0,14.038,1949.94,29.56,11.6,77.151,14.46,14.225,13.6,7/14/2009 17:50
133.099,3.152,0,14.477,1947.5,29.56,11.6,78.053,14.36,14.163,13.538,7/14/2009 18:00
129.231,3.269,0,25.005,1937.73,29.56,11.6,77.001,14.48,14.163,13.663,7/14/2009 18:05
200.615,4.057,0,19.741,1942.61,29.456,11.6,78.283,14.36,14.225,13.663,7/14/2009 18:10
121.143,6.32,0,17.547,1947.5,29.56,11.6,79.313,14.2,13.725,13.288,7/14/2009 18:15
121.143,5.633,0,13.599,1947.5,29.456,11.6,77.629,14.29,13.1,12.975,7/14/2009 18:20
184.791,2.347,0,19.302,1945.05,29.456,11.6,78.972,14.26,13.1,12.975,7/14/2009 18:25
78.945,5.985,0,15.793,1947.5,29.56,11.6,78.274,14.32,13.475,13.163,7/14/2009 18:30
243.165,3.369,0,13.161,1949.94,29.56,11.6,78.947,14.14,13.288,12.975,7/14/2009 18:35
148.571,4.627,0,7.019,1940.17,29.56,11.6,79.679,14.03,12.85,12.913,7/14/2009 18:40
174.945,2.9,0,5.264,1945.05,29.56,11.6,78.414,14.14,12.663,12.663,7/14/2009 18:45
127.824,1.928,0.508,1.316,1947.5,29.56,11.6,77.401,14.18,12.413,12.475,7/14/2009 18:50
205.538,5.934,0,0.439,1945.05,29.768,11.6,79.983,14.04,12.413,12.663,7/14/2009 18:55
149.275,4.006,0,1.755,1937.73,29.768,11.6,78.1,14.1,12.475,12.475,7/14/2009 19:00
132.396,4.191,0,0,1942.61,29.768,11.6,78.511,14.12,12.6,12.538,7/14/2009 19:05
151.033,1.81,0,0.439,1940.17,29.768,11.6,78.04,14.18,12.975,12.35,7/14/2009 19:10
122.901,6.37,0,0,1942.61,29.768,11.6,77.101,14.22,13.163,12.413,7/14/2009 19:15
141.538,3.856,0,0,1942.61,29.664,11.6,75.726,14.33,13.288,12.413,7/14/2009 19:20
123.253,2.967,0,0,1937.73,29.664,11.6,79.447,14,13.413,12.038,7/14/2009 19:25
139.429,2.565,0,0,1940.17,29.56,11.6,75.383,14.31,13.413,12.288,7/14/2009 19:30
108.132,3.805,0,0.439,1942.61,29.56,11.6,79.401,13.79,13.225,12.163,7/14/2009 19:35
158.769,0.553,0,0.877,1947.5,29.56,11.6,79.872,13.76,13.1,12.288,7/14/2009 19:40
151.385,4.023,0,0,1945.05,29.56,11.6,78.375,13.84,13.225,12.288,7/14/2009 19:45
102.154,3.386,0,0,1957.27,29.56,11.6,76.442,14.15,13.413,12.475,7/14/2009 19:50
48,3.034,0,0,1937.73,29.56,11.6,78.295,13.94,13.475,12.35,7/14/2009 19:55
66.813,1.995,0,0.439,1942.61,29.56,11.6,77.841,13.96,13.475,12.35,7/14/2009 20:00
170.022,2.095,0,0,1949.94,29.664,11.6,75.839,14.12,13.475,12.288,7/14/2009 20:05
162.286,5.599,0,0,1937.73,29.456,11.6,76.111,14.18,13.663,12.288,7/14/2009 20:10
68.484,6.085,0,0,1945.05,29.56,11.6,76.487,14.12,13.725,12.288,7/14/2009 20:15
184.791,2.531,0,0.439,1942.61,29.56,11.6,78.654,13.84,13.413,12.225,7/14/2009 20:20
109.89,6.89,0,0,1945.05,29.456,11.6,74.695,14.27,13.663,12.35,7/14/2009 20:25
110.945,2.531,0,0,1940.17,29.56,11.6,78.426,13.72,13.413,12.225,7/14/2009 20:30
97.231,5.213,0,0.439,1942.61,29.456,11.6,75.621,14.07,13.538,12.163,7/14/2009 20:35
66.637,2.431,0,0,1942.61,29.56,11.6,75.738,14.13,13.663,11.788,7/14/2009 20:40
89.846,6.454,0,0.439,1940.17,29.664,11.6,75.649,14.08,13.538,12.288,7/14/2009 20:45
200.264,2.129,0,0,1942.61,29.456,11.6,78.753,13.71,13.475,11.85,7/14/2009 20:50
232.967,2.045,0,0,1949.94,29.56,11.6,79.204,13.46,13.1,11.85,7/14/2009 20:55
151.736,2.313,0,0,1947.5,29.56,11.6,77.486,13.61,13.1,12.163,7/14/2009 21:00
209.055,3.504,0,0,1947.5,29.56,11.6,80.999,13.34,13.038,11.788,7/14/2009 21:05
160.527,1.743,0,0.439,1942.61,29.456,11.6,80.718,13.3,12.913,12.038,7/14/2009 21:10
187.253,3.084,0,0,1942.61,29.456,11.6,79.74,13.27,12.788,12.038,7/14/2009 21:15
199.56,4.191,0,0,1945.05,29.456,11.6,77.845,13.62,12.975,12.038,7/14/2009 21:20
196.747,4.861,0,0,1932.84,29.56,11.6,81.076,13.24,12.788,11.788,7/14/2009 21:25
180.571,3.956,0,0.439,1937.73,29.456,11.6,77.862,13.58,12.913,11.913,7/14/2009 21:30
173.187,2.297,0,0.439,1937.73,29.56,11.6,79.402,13.33,12.85,11.913,7/14/2009 21:35
205.187,3.353,0,0.877,1945.05,29.56,11.6,79.342,13.4,12.85,11.975,7/14/2009 21:40
189.363,2.934,0,0.439,1942.61,29.456,11.6,79.07,13.54,13.1,12.038,7/14/2009 21:45
120.44,1.861,0,0.439,1947.5,29.56,11.6,79.048,13.32,12.85,11.975,7/14/2009 21:50
183.385,1.626,0,0,1937.73,29.456,11.6,81.274,13.24,12.913,11.788,7/14/2009 21:55
174.593,1.559,0,0.439,1940.17,29.664,11.6,81.227,13.03,12.663,11.788,7/14/2009 22:00
111.121,1.224,0,0,1945.05,29.456,11.6,80.595,13.08,12.725,11.788,7/14/2009 22:05
194.637,2.816,0,0.439,1954.82,29.56,11.6,77.833,13.56,12.975,11.913,7/14/2009 22:10
186.549,4.308,0,0.439,1945.05,29.56,11.6,76.912,13.56,13.038,12.163,7/14/2009 22:15
213.978,4.426,0,0.439,1940.17,29.456,11.6,75.766,13.76,13.163,12.413,7/14/2009 22:20
224.879,1.073,0,0,1937.73,29.56,11.6,76.913,13.69,13.35,11.788,7/14/2009 22:25
138.725,1.961,0,0,1940.17,29.56,11.6,74.719,14,13.475,12.288,7/14/2009 22:30
181.275,3.168,0,0,1937.73,29.56,11.6,76.678,13.67,13.35,12.163,7/14/2009 22:35
187.604,5.582,0,0,1937.73,29.56,11.6,77.03,13.51,13.1,12.225,7/14/2009 22:40
212.923,5.197,0,0,1932.84,29.56,11.6,82.206,13.02,12.788,11.913,7/14/2009 22:45
202.374,2.934,0,0.439,1940.17,29.456,11.6,78.111,13.55,12.975,12.038,7/14/2009 22:50
202.022,4.258,0,0,1937.73,29.56,11.6,81.386,12.86,12.538,12.163,7/14/2009 22:55
205.538,4.107,0,0.439,1935.29,29.456,11.6,80.163,13.15,12.788,12.163,7/14/2009 23:00
197.451,4.996,0,0,1940.17,29.456,11.6,81.935,13.01,12.788,11.975,7/14/2009 23:05
208,5.867,0,0,1942.61,29.56,11.6,78.923,13.44,12.975,12.163,7/14/2009 23:10
195.692,3.789,0,0,1935.29,29.56,11.6,80.814,13.06,12.725,12.038,7/14/2009 23:15
152.088,3.135,0,0.439,1937.73,29.56,11.6,78.703,13.36,12.788,11.788,7/14/2009 23:20
205.538,4.694,0,0.439,1940.17,29.456,11.6,78.074,13.26,12.725,12.413,7/14/2009 23:25
201.67,4.291,0,0.439,1937.73,29.456,11.6,78.921,13.2,12.725,11.913,7/14/2009 23:30
220.659,5.934,0,0.439,1942.61,29.456,11.6,81.157,13.16,12.85,11.725,7/14/2009 23:35
235.077,6.974,0,0,1945.05,29.56,11.5,84.989,12.56,12.288,12.163,7/14/2009 23:40
228.747,4.61,0,0,1940.17,29.56,11.5,81.986,12.91,12.413,11.975,7/14/2009 23:45
153.495,2.297,0,0,1942.61,29.56,11.5,81.596,12.92,12.475,12.038,7/14/2009 23:50
218.198,1.559,0,0.439,1945.05,29.56,11.5,82.241,12.85,12.475,11.913,7/14/2009 23:55
232.967,5.75,0,0,1940.17,29.56,11.5,79.886,13.14,12.663,12.038,7/15/2009 0:00
217.143,6.27,0,0,1940.17,29.456,11.5,80.491,13.17,12.725,12.038,7/15/2009 0:05
210.462,4.426,0,0,1935.29,29.456,11.5,81.153,12.92,12.538,12.038,7/15/2009 0:10
209.758,4.141,0,0,1942.61,29.456,11.5,79.644,13.06,12.538,12.163,7/15/2009 0:15
211.516,3.956,0,0,1940.17,29.456,11.5,82.248,12.88,12.6,12.038,7/15/2009 0:20
169.67,1.676,0,0.439,1935.29,29.456,11.5,76.555,13.45,12.788,12.225,7/15/2009 0:25
106.022,4.996,0,0.439,1937.73,29.56,11.5,76.083,13.54,12.913,12.288,7/15/2009 0:30
176.352,4.359,0,0,1937.73,29.456,11.5,78.507,13.27,12.913,12.163,7/15/2009 0:35
90.725,2.749,0,0.439,1937.73,29.456,11.5,77.028,13.38,12.913,12.038,7/15/2009 0:40
194.637,3.269,0,0.439,1940.17,29.456,11.5,76.979,13.39,12.913,12.163,7/15/2009 0:45
179.516,2.146,0,0,1937.73,29.56,11.5,82.435,12.74,12.6,11.663,7/15/2009 0:50
213.626,3.353,0,0,1937.73,29.456,11.5,79.066,13.17,12.663,12.163,7/15/2009 0:55
120.791,2.934,0,0,1945.05,29.456,11.5,79.989,13.04,12.663,11.85,7/15/2009 1:00
218.901,5.566,0,0,1940.17,29.56,11.5,75.521,13.58,12.913,12.288,7/15/2009 1:05
152.44,3.453,0,0,1937.73,29.456,11.5,78.182,13.17,12.913,11.913,7/15/2009 1:10
73.846,3.302,0,0,1935.29,29.56,11.5,80.747,12.87,12.663,11.85,7/15/2009 1:15
150.681,2.548,0,0,1932.84,29.456,11.5,78.746,13.09,12.6,11.975,7/15/2009 1:20
109.187,2.95,0,0,1935.29,29.456,11.5,79.419,13.06,12.663,11.913,7/15/2009 1:25
151.385,4.241,0,0.439,1932.84,29.456,11.5,79.404,12.99,12.6,12.288,7/15/2009 1:30
125.363,1.71,0,0,1940.17,29.352,11.5,79.49,13.04,12.6,11.85,7/15/2009 1:35
66.462,3.52,0,0.439,1940.17,29.456,11.5,81.187,12.74,12.475,11.913,7/15/2009 1:40
111.385,2.28,0,1.316,1937.73,29.456,11.5,81.162,12.74,12.413,12.038,7/15/2009 1:45
178.462,2.23,0,0,1937.73,29.456,11.4,79.579,12.99,12.538,11.975,7/15/2009 1:50
88.879,5.75,0,0.439,1942.61,29.456,11.4,79.372,12.96,12.538,11.975,7/15/2009 1:55
79.297,3.822,0,0,1935.29,29.456,11.4,79.712,12.8,12.413,12.163,7/15/2009 2:00
164.396,2.028,0,2.193,1935.29,29.456,11.4,79.86,12.79,12.413,11.913,7/15/2009 2:05
71.209,5.18,0,0.439,1932.84,29.456,11.4,77.655,12.96,12.475,11.975,7/15/2009 2:10
75.429,0.922,0,0,1940.17,29.456,11.4,81.27,12.78,12.538,11.663,7/15/2009 2:15
208.703,5.264,0,0.439,1940.17,29.352,11.4,77.689,12.88,12.413,12.038,7/15/2009 2:20
253.363,5.666,0,0.877,1935.29,29.456,11.4,76.137,13.05,12.6,11.913,7/15/2009 2:25
135.912,3.537,0,0,1937.73,29.56,11.4,75.125,13.04,12.538,11.788,7/15/2009 2:30
142.33,5.381,0,0,1942.61,29.456,11.4,75.339,13.07,12.6,11.725,7/15/2009 2:35
145.407,3.437,0.254,0.877,1942.61,29.456,11.4,76.068,12.84,11.288,10.975,7/15/2009 2:40
87.385,5.314,0,0.439,1937.73,29.456,11.4,76.4,12.95,11.163,11.413,7/15/2009 2:45
77.011,8.382,0,0,1935.29,29.456,11.4,75.394,12.96,11.288,11.35,7/15/2009 2:50
63.824,2.716,0,0,1937.73,29.352,11.4,77.199,12.73,11.288,10.85,7/15/2009 2:55
104.967,4.861,0,0,1935.29,29.456,11.4,75.988,12.83,11.35,11.1,7/15/2009 3:00
108.132,3.386,0,0,1932.84,29.352,11.4,75.995,12.86,11.225,10.85,7/15/2009 3:05
121.846,5.566,0.254,0.439,1937.73,29.456,11.4,77.187,12.43,10.288,10.413,7/15/2009 3:10
167.209,4.945,0.254,0.439,1937.73,29.352,11.4,79.546,12.15,9.913,10.538,7/15/2009 3:15
127.824,3.269,0,0,1942.61,29.456,11.4,78.001,12.32,9.975,10.475,7/15/2009 3:20
105.67,4.224,0,0,1940.17,29.456,11.4,78.998,12.16,10.038,10.475,7/15/2009 3:25
120.088,2.716,0.254,0,1937.73,29.456,11.4,76.589,12.38,10.163,10.538,7/15/2009 3:30
123.604,3.671,0,0.439,1935.29,29.456,11.4,80.436,11.91,9.913,10.35,7/15/2009 3:35
110.33,6.152,0.508,0,1935.29,29.456,11.4,79.396,11.92,9.663,10.35,7/15/2009 3:40
85.978,6.689,0.508,0,1945.05,29.456,11.4,80.517,11.72,9.538,10.163,7/15/2009 3:45
138.022,3.453,0.254,0.439,1935.29,29.56,11.3,80.957,11.6,9.538,10.288,7/15/2009 3:50
104.352,1.676,0.508,0,1942.61,29.456,11.3,84.432,11.2,9.35,10.038,7/15/2009 3:55
79.824,4.576,0,0.439,1937.73,29.456,11.4,84.579,10.92,9.288,9.913,7/15/2009 4:00
92.308,4.794,0,0.439,1935.29,29.456,11.3,82.214,11.23,9.225,9.975,7/15/2009 4:05
126.418,2.9,0,0.439,1940.17,29.56,11.3,84.015,11.04,9.35,9.975,7/15/2009 4:10
144.352,0.922,0,0.877,1937.73,29.664,11.3,84.753,10.96,9.35,10.038,7/15/2009 4:15
193.231,2.196,0,1.316,1945.05,29.56,11.3,89.847,10.44,9.538,10.163,7/15/2009 4:20
211.165,4.342,0,6.142,1940.17,29.56,11.3,88.24,10.66,9.538,10.1,7/15/2009 4:25
198.154,4.291,0,9.651,1935.29,29.56,11.3,89.509,10.34,9.538,9.975,7/15/2009 4:30
187.604,1.609,0,13.161,1945.05,29.664,11.3,83.324,11.14,9.475,9.975,7/15/2009 4:35
98.374,4.979,0,15.793,1942.61,29.664,11.3,83.23,10.84,9.413,9.538,7/15/2009 4:40
126.066,4.308,0,22.812,1940.17,29.664,11.3,81.715,11.17,9.538,9.85,7/15/2009 4:45
120.44,3.252,0,16.67,1942.61,29.664,11.3,81.401,11.18,9.85,9.975,7/15/2009 4:50
93.011,4.979,0,21.934,1947.5,29.664,11.3,80.087,11.45,9.975,9.975,7/15/2009 4:55
104.967,4.778,0,32.901,1942.61,29.664,11.3,78.64,11.66,10.1,10.35,7/15/2009 5:00
120.088,6.286,0,48.694,1945.05,29.664,11.3,80.475,11.42,10.1,10.288,7/15/2009 5:05
165.099,3.101,0,43.43,1940.17,29.664,11.3,80.596,11.52,10.35,10.475,7/15/2009 5:10
208,3.336,0,61.416,1945.05,29.56,11.3,85.083,11.06,10.288,10.413,7/15/2009 5:15
217.143,9.17,0,69.751,1937.73,29.664,11.3,87.872,10.64,10.038,10.163,7/15/2009 5:20
206.242,9.673,0,31.147,1954.82,29.56,11.3,88.208,10.53,9.663,10.038,7/15/2009 5:25
65.934,0.62,0.508,26.76,1947.5,29.56,11.3,89.147,10.32,9.35,10.288,7/15/2009 5:35
135.912,3.688,0,17.547,1942.61,29.456,11.3,81.859,10.84,9.288,9.913,7/15/2009 5:40
155.253,1.626,0,21.496,1949.94,29.456,11.3,81.319,11.03,8.913,9.725,7/15/2009 5:45
206.593,3.822,0,30.269,1952.38,29.456,11.3,86.087,10.48,9.288,10.1,7/15/2009 5:50
185.143,3.369,0,39.92,1952.38,29.456,11.3,84.468,10.55,9.288,10.038,7/15/2009 5:55
161.582,1.09,0,66.68,1952.38,29.456,11.3,85.536,10.7,9.413,10.163,7/15/2009 6:00
208,3.504,0,92.123,1945.05,29.56,11.2,87.287,10.49,9.538,10.35,7/15/2009 6:05
203.077,2.716,0,87.298,1942.61,29.56,11.2,81.833,10.94,9.725,10.413,7/15/2009 6:10
110.593,3.973,0,98.265,1949.94,29.56,11.3,75.157,11.42,9.788,10.163,7/15/2009 6:15
152.44,1.073,0,89.491,1947.5,29.56,11.2,80.428,11.32,10.038,10.35,7/15/2009 6:20
86.681,2.079,0,94.756,1940.17,29.56,11.2,77.565,11.34,10.288,10.35,7/15/2009 6:25
72.264,3.101,0,274.616,1940.17,29.56,11.2,78.176,11.37,10.538,10.913,7/15/2009 6:35
118.681,5.75,0,379.9,1945.05,29.664,11.2,74.75,12.6,12.288,14.288,7/15/2009 6:40
90.901,5.18,0,392.183,1947.5,29.56,11.2,71.505,13.29,13.288,15.1,7/15/2009 6:45
86.506,5.85,0,406.659,1942.61,29.664,11.2,71.671,13.32,13.85,15.225,7/15/2009 6:50
208.703,6.035,0,418.504,1949.94,29.56,11.2,78.632,13.26,14.225,15.35,7/15/2009 6:55
211.868,5.716,0,434.735,1942.61,29.664,11.2,80.183,12.56,13.6,14.85,7/15/2009 7:00
221.714,7.929,0,450.089,1945.05,29.664,11.2,79.894,12.49,13.35,14.663,7/15/2009 7:05
225.582,7.409,0,473.339,1945.05,29.56,11.2,83.109,12.19,12.975,14.475,7/15/2009 7:10
210.462,7.51,0,436.928,1947.5,29.664,11.2,81.037,12.4,13.163,14.538,7/15/2009 7:15
200.615,6.555,0,261.455,1942.61,29.664,11.2,84.005,12.53,13.288,14.85,7/15/2009 7:20
222.769,8.03,0,560.637,1947.5,29.664,11.2,80.598,12.42,13.475,15.35,7/15/2009 7:25
216.088,7.426,0,557.128,1949.94,29.768,11.2,78.978,12.88,13.663,16.038,7/15/2009 7:30
211.165,6.856,0,550.109,1947.5,29.664,11.2,80.779,13.24,14.163,16.663,7/15/2009 7:35
210.11,7.259,0,567.656,1945.05,29.56,11.2,76.828,13.16,14.225,16.475,7/15/2009 7:40
194.637,7.125,0,581.694,1945.05,29.664,11.2,80.354,13.34,14.413,17.725,7/15/2009 7:45
204.835,7.929,0,408.853,1937.73,29.664,11.2,75.903,13.42,14.663,16.913,7/15/2009 7:50
213.626,7.225,0,572.92,1949.94,29.664,11.1,75.449,13.1,13.913,16.038,7/15/2009 7:55
204.835,7.192,0,681.714,1949.94,29.664,11.2,76.323,13.45,14.225,17.6,7/15/2009 8:00
217.846,6.974,0,695.751,1949.94,29.664,11.1,74.969,13.81,14.913,18.6,7/15/2009 8:05
194.989,7.007,0,395.692,1942.61,29.664,11.1,76.81,13.32,14.475,15.725,7/15/2009 8:10
196.396,6.27,0,346.56,1940.17,29.664,11.1,77.22,12.83,13.538,14.663,7/15/2009 8:15
211.516,5.063,0,304.446,1940.17,29.664,11.1,75.982,12.8,13.288,14.413,7/15/2009 8:20
200.967,5.867,0,311.465,1947.5,29.664,11.1,76.65,12.92,13.288,14.663,7/15/2009 8:25
228.044,4.476,0,376.39,1930.4,29.664,11.1,79.23,13,13.538,15.538,7/15/2009 8:30
226.286,4.392,0,439.56,1947.5,29.56,11.1,77.99,13.34,13.913,16.475,7/15/2009 8:35
240.703,3.939,0,286.899,1940.17,29.664,11.1,80.028,12.99,13.6,14.913,7/15/2009 8:40
222.066,3.839,0,302.691,1952.38,29.56,11.1,77.353,12.98,13.538,15.225,7/15/2009 8:45
223.121,2.732,0,265.842,1945.05,29.56,11.1,79.461,12.91,13.475,15.038,7/15/2009 8:50
217.495,4.023,0,218.464,1945.05,29.56,11.1,78.827,12.76,13.163,14.1,7/15/2009 8:55
219.253,3.805,0,239.96,1940.17,29.456,11.1,78.659,12.8,13.163,14.1,7/15/2009 9:00
233.319,4.04,0,332.522,1947.5,29.456,11.1,78.31,12.82,13.038,14.975,7/15/2009 9:05
239.297,4.61,0,385.164,1947.5,29.456,11.1,77.098,13.1,13.413,15.413,7/15/2009 9:10
208.703,3.621,0,602.751,1942.61,29.456,11.1,72.847,14.42,14.788,20.475,7/15/2009 9:15
210.462,2.598,0,310.149,1949.94,29.352,11.1,74.917,14.2,15.288,16.85,7/15/2009 9:20
237.89,5.633,0,226.36,1949.94,29.456,11.1,77.574,13.06,14.1,14.225,7/15/2009 9:25
225.231,5.934,0,210.129,1945.05,29.352,11.1,77.974,12.55,13.038,13.475,7/15/2009 9:30
204.835,6.203,0,247.417,1945.05,29.352,11.1,79.064,12.23,12.225,13.288,7/15/2009 9:40
232.264,6.337,0,246.979,1945.05,29.456,11.1,78.765,12.24,12.475,13.35,7/15/2009 9:45
206.242,6.303,0,255.752,1942.61,29.456,11.1,77.592,12.42,12.663,13.538,7/15/2009 9:50
228.044,5.901,0,246.54,1940.17,29.352,11.1,74.671,12.6,12.85,13.35,7/15/2009 9:55
237.89,6.052,0,241.276,1940.17,29.456,11.1,78.073,12.42,12.788,13.663,7/15/2009 10:00
222.418,6.504,0,248.295,1945.05,29.456,11.1,76.353,12.48,12.788,13.6,7/15/2009 10:10
216.44,6.085,0,262.332,1947.5,29.352,11.1,78.509,12.22,12.538,13.475,7/15/2009 10:15
197.802,4.61,0,273.738,1942.61,29.352,11.1,76.888,12.71,12.6,14.038,7/15/2009 10:20
204.132,4.677,0,307.078,1947.5,29.352,11.1,77.063,12.69,12.413,14.475,7/15/2009 10:25
196.396,1.978,0,390.428,1945.05,29.352,11.1,72.618,13.93,13.538,16.975,7/15/2009 10:30
165.099,1.14,0,560.637,1949.94,29.456,11.1,68.292,14.74,15.413,20.163,7/15/2009 10:35
78.681,0.184,0,377.267,1937.73,29.352,11.1,69.653,15.4,17.1,22.788,7/15/2009 10:40
155.956,1.911,0,360.597,1942.61,29.456,11.1,75.527,15.4,17.35,19.913,7/15/2009 10:45
217.846,2.246,0,332.522,1945.05,29.456,11.1,71.92,14.47,16.1,17.35,7/15/2009 10:50
150.33,1.224,0,348.314,1940.17,29.456,11.1,75.89,15,16.1,18.788,7/15/2009 10:55
217.495,3.738,0,384.286,1942.61,29.352,11.1,74.884,13.78,14.913,16.288,7/15/2009 11:05
212.571,4.928,0,369.81,1942.61,29.352,11.1,76.445,13.54,14.35,15.85,7/15/2009 11:10
226.286,5.297,0,390.428,1935.29,29.456,11.1,75.538,13.41,14.225,15.475,7/15/2009 11:15
227.692,5.549,0,429.032,1952.38,29.352,11.1,73.634,13.57,14.35,16.413,7/15/2009 11:20
225.934,4.006,0,458.862,1942.61,29.352,11.1,75.436,13.93,14.725,17.475,7/15/2009 11:25
201.319,4.174,0,458.862,1942.61,29.352,11.1,76.087,13.81,14.788,17.413,7/15/2009 11:30
